recno,JName,RA_deg,Dec_deg,RA_str,Dec_str,P0_s,DM,S1400_mJy,W50_ms
249,J0729-1448,112.318542,-14.810222,07:29:16.45,-14:48:36.8,0.251658714181,1.3e-11,92.3,0.3
250,J0729-1836,112.384792,-18.611861,07:29:32.35,-18:36:42.7,0.51016034483,3e-11,61.293,0.01
251,J0733-2345,113.3525,-23.765611,07:33:24.60,-23:45:56.2,1.79624970117,1e-10,194.0,3.0
252,J0734-1559,113.5,-15.983333,07:34:00.00,-15:59:00.0,0.15625,203000.0,1.3e+35,
253,J0735-62,113.841667,-62.966667,07:35:22.00,-62:58:00.0,4.86294,2e-06,19.4,8.0
254,J0737-2202,114.433625,-22.034806,07:37:44.07,-22:02:05.3,0.320366370454,5e-12,95.7,0.4
255,J0737-3039A,114.463542,-30.661306,07:37:51.25,-30:39:40.7,0.87,0.14,0.02269937859962,1.1e-15
256,J0737-3039B,114.463542,-30.661306,07:37:51.25,-30:39:40.7,0.87,0.14,2.77346077007,8e-11
257,J0737+69,114.25,69.233333,07:37:00.00,+69:14:00.0,6.82424,0.00063,16.0,3.0
258,J0738-4042,114.634708,-40.711361,07:38:32.33,-40:42:40.9,0.374919985032,6e-12,160.8,0.7
259,J0740+41,115.25,41.066667,07:41:00.00,+41:04:00.0,0.003139215,4.8e-09,20.83,0.09
260,J0742-2822,115.704417,-28.378833,07:42:49.06,-28:22:43.8,0.166762291572,2e-11,73.782,0.002
261,J0742+66,115.5,66.333333,07:42:00.00,+66:20:00.0,0.00288570374,4.5e-10,14.96,0.04
262,J0745-5353,116.259583,-53.856111,07:45:02.30,-53:51:22.0,0.2148363514,5e-10,122.3,2.0
263,J0746-4529,116.748,-45.490722,07:46:59.52,-45:29:26.6,2.79102517845,5e-11,134.57,0.1
264,J0746+66,116.5,66.6,07:46:00.00,+66:36:00.0,0.4076702,9.3e-06,28.0,1.0
265,J0749-4247,117.456958,-42.795028,07:49:49.67,-42:47:42.1,1.09545215761,1.4e-11,104.595,0.009
266,J0750+57,117.5,57.0,07:50:00.00,+57:00:00.0,1.174875,6.5e-05,27.0,2.0
267,J0751+1807,117.788167,18.127389,07:51:09.16,+18:07:38.6,1.6,0.8,0.00347877078319,3e-17
268,J0754+3231,118.669542,32.532278,07:54:40.69,+32:31:56.2,1.442349479143,3e-12,39.949,0.008
269,J0758-1528,119.621125,-15.469083,07:58:29.07,-15:28:08.7,0.682265175806,1.4e-12,63.327,0.003
270,J0804-3647,121.0925,-36.793194,08:04:22.20,-36:47:35.5,2.19198689593,1.5e-10,196.0,5.0
271,J0806+08,121.520833,8.283333,08:06:05.00,+08:17:00.0,2.0631,46.0,5.07,5.07
272,J0806-4123,121.5975,-41.37525,08:06:23.40,-41:22:30.9,11.37038593,1.2e-07,3240000.0,1.5e+30
273,J0807-5421,121.946583,-54.357361,08:07:47.18,-54:21:26.5,0.52664353143,3e-11,165.03,0.07
274,J0808-3937,122.048458,-39.631361,08:08:11.63,-39:37:52.9,0.86634928471,3e-11,165.0,4.0
275,J0809-4753,122.432875,-47.898639,08:09:43.89,-47:53:55.1,0.547199235502,4e-12,228.3,1.0
276,J0812-3905,123.061667,-39.096917,08:12:14.80,-39:05:48.9,0.482595929159,4e-12,327.0,4.0
277,J0814+7429,123.747917,74.484917,08:14:59.50,+74:29:05.7,2.31,0.04,1.292241446862,3e-12
278,J0815+0939,123.786583,9.664083,08:15:08.78,+09:39:50.7,0.64516119106,5e-11,52.667,0.009
279,J0818-3049,124.705417,-30.825278,08:18:49.30,-30:49:31.0,0.7637418483,5e-10,133.7,0.2
280,J0818-3232,124.608042,-32.541806,08:18:25.93,-32:32:30.5,2.161258926939,1.5e-11,131.8,0.07
281,J0820-1350,125.109917,-13.848861,08:20:26.38,-13:50:55.9,0.51,0.04,1.2381295438682,8e-13
282,J0820-3826,125.249708,-38.44525,08:20:59.93,-38:26:42.9,0.1248363804193,7e-13,195.56,0.2
283,J0820-3921,125.204625,-39.365472,08:20:49.11,-39:21:55.7,1.07356658405,4e-11,179.4,0.1
284,J0820-4114,125.064375,-41.243444,08:20:15.45,-41:14:36.4,0.54544553611,2e-11,113.4,0.2
285,J0821-4221,125.436,-42.357083,08:21:44.64,-42:21:25.5,0.3967282353771,1.9e-12,270.6,0.1
286,J0821-4300,125.489042,-43.00475,08:21:57.37,-43:00:17.1,0.112799455072,5e-12,2.2,193000000.0
287,J0823+0159,125.790708,1.986778,08:23:09.77,+01:59:12.4,0.8648728046988,9e-13,23.727,0.006
288,J0824+00,126.066667,0.45,08:24:16.00,+00:27:00.0,0.0099,35.0,2.57,2.57
289,J0826+2637,126.714083,26.623278,08:26:51.38,+26:37:23.8,2.8,0.6,0.53066051169,3e-11
290,J0828-3417,127.069167,-34.285278,08:28:16.60,-34:17:07.0,1.84891880365,1.1e-10,52.2,0.6
291,J0831-4406,127.885125,-44.103306,08:31:32.43,-44:06:11.9,0.311673518473,1.1e-11,254.0,0.5
292,J0834-4159,128.567917,-41.9975,08:34:16.30,-41:59:51.0,0.121116349354,1.5e-11,240.5,2.0
293,J0834-60,128.708333,-60.583333,08:34:50.00,-60:35:00.0,0.384645,6e-06,20.0,6.0
294,J0835-3707,128.762833,-37.130972,08:35:03.08,-37:07:51.5,0.541404373627,1.5e-11,112.3,0.3
295,J0835-42,128.904167,-42.543611,08:35:37.00,-42:32:37.0,0.7384,190.0,6.75,6.75
296,J0835-4510,128.835875,-45.176361,08:35:20.61,-45:10:34.9,3.5,0.2,0.089328385024,4e-12
297,J0837+0610,129.2735,6.170722,08:37:05.64,+06:10:14.6,1.2737682915785,7e-13,12.864,0.0004
298,J0837-24,129.433333,-24.796667,08:37:44.00,-24:47:48.0,142.8,0.5,10.34,10.34
299,J0837-4135,129.33825,-41.587333,08:37:21.18,-41:35:14.4,0.751623617646,8e-12,147.29,0.07
300,J0838-2621,129.578333,-26.358194,08:38:18.80,-26:21:29.5,0.3085806621443,2e-12,116.9,0.05
301,J0838-3947,129.628333,-39.789444,08:38:30.80,-39:47:22.0,1.7039457055,9e-10,219.0,10.0
302,J0840-5332,130.141167,-53.543194,08:40:33.88,-53:32:35.5,0.72061236106,2e-11,156.5,1.0
303,J0842-4851,130.522375,-48.855778,08:42:05.37,-48:51:20.8,0.6443540558,1.2e-10,196.85,0.08
304,J0843+0719,130.890917,7.313278,08:43:33.82,+07:18:47.8,1.36586,5e-05,36.6,0.3
305,J0843-5022,130.791167,-50.378639,08:43:09.88,-50:22:43.1,0.2089556931527,1.4e-12,178.47,0.09
306,J0846-3533,131.52525,-35.561306,08:46:06.06,-35:33:40.7,1.116097163402,5e-12,94.16,0.1
307,J0847-4316,131.988875,-43.282444,08:47:57.33,-43:16:56.8,5.977492737,7e-10,292.5,0.9
308,J0848+16,132.220833,16.716667,08:48:53.00,+16:43:00.0,0.4524,38.0,3.21,3.21
309,J0849-6322,132.427458,-63.376389,08:49:42.59,-63:22:35.0,0.367953256307,5e-12,91.29,0.09
310,J0849+8028,132.25625,80.483083,08:49:01.50,+80:28:59.1,1.60222797387,4e-11,34.66,0.2
311,J0855-3331,133.910042,-33.527583,08:55:38.41,-33:31:39.3,1.267535702756,5e-12,86.635,0.02
312,J0855-4644,133.90075,-46.737056,08:55:36.18,-46:44:13.4,0.0646861308252,4e-13,238.2,2.0
313,J0855-4658,133.831542,-46.972944,08:55:19.57,-46:58:22.6,0.57507238258,4e-11,472.7,1.0
314,J0856-6137,134.247125,-61.631472,08:56:59.31,-61:37:53.3,0.9625085573,3e-10,95.0,3.0
315,J0857-4424,134.479833,-44.402861,08:57:55.16,-44:24:10.3,0.326774210079,2e-12,184.429,0.004
316,J0900-3144,135.183125,-31.741917,09:00:43.95,-31:44:30.9,0.01110964915739,1.2e-15,75.702,0.01
317,J0901-4624,135.417167,-46.413472,09:01:40.12,-46:24:48.5,0.441995130786,1.4e-11,198.8,0.3
318,J0902-6325,135.635,-63.42,09:02:32.40,-63:25:12.0,0.6603133715,2e-10,76.0,7.0
319,J0904-4246,136.246667,-42.770556,09:04:59.20,-42:46:14.0,0.9651709987,4e-10,145.8,0.5
320,J0904-7459,136.045,-74.995222,09:04:10.80,-74:59:42.8,0.54955311909,1.2e-10,51.1,2.0
321,J0905-4536,136.349583,-45.614722,09:05:23.90,-45:36:53.0,0.9882805974,2e-10,179.7,13.0
322,J0905-5127,136.466333,-51.463528,09:05:51.92,-51:27:48.7,0.346287436779,2e-12,196.432,0.004
323,J0905-6019,136.3135,-60.322806,09:05:15.24,-60:19:22.1,0.340854176542,8e-12,91.4,0.4
324,J0907-5157,136.81625,-51.966444,09:07:15.90,-51:57:59.2,0.253556015011,3e-12,103.72,35.0
325,J0908-1739,137.159083,-17.660472,09:08:38.18,-17:39:37.7,0.40162562344216,1.8e-13,15.879,0.002
326,J0908-4913,137.148042,-49.218472,09:08:35.53,-49:13:06.5,0.1067545925,3e-11,180.37,0.04
327,J0909-7212,137.4,-72.202333,09:09:36.00,-72:12:08.4,1.3628899542,5e-10,54.3,2.0
328,J0910+77,137.5,77.466667,09:10:00.00,+77:28:00.0,1.57905,6e-05,,
329,J0912-3851,138.177917,-38.850833,09:12:42.70,-38:51:03.0,1.526085076,3e-09,70.0,1.0
330,J0919-42,,,09:19:00.00,+0.81260000000000:bcm+15:57.800000,0.58,0.58,,
331,J0919-6040,139.866125,-60.680667,09:19:27.87,-60:40:50.4,1.216975723,6e-10,82.5,0.3
332,J0921+6254,140.308875,62.903861,09:21:14.13,+62:54:13.9,1.56799401848,4e-12,13.158,0.02
333,J0922+0638,140.558417,6.639806,09:22:14.02,+06:38:23.3,0.83,0.13,0.430627098928,1.7e-11
334,J0922-4949,140.562333,-49.820028,09:22:14.96,-49:49:12.1,0.950288537028,8e-12,237.1,0.3
335,J0922-52,140.5,-52.0,09:22:00.00,-52:00:00.0,0.00968,122.4,3.76,3.76
336,J0923-31,140.991667,-31.95,09:23:58.00,-31:57:00.0,72.0,20.0,1.02,1.02
337,J0924-5302,141.036208,-53.045611,09:24:08.69,-53:02:44.2,0.74629520954,1e-10,152.9,0.5
338,J0924-5814,141.129167,-58.235111,09:24:31.00,-58:14:06.4,0.73950132654,4e-11,57.4,0.3
339,J0927+23,141.904167,23.783333,09:27:37.00,+23:47:00.0,0.761886,3e-06,23.0,2.0
340,J0928+06,142.183333,6.233333,09:28:44.00,+06:14:00.0,2.0604,50.0,2.88,2.88
341,J0931-1902,142.829667,-19.048611,09:31:19.12,-19:02:55.0,8.0,8.0,0.00463802939121,7e-14
342,J0932-3217,143.163125,-32.287278,09:32:39.15,-32:17:14.2,1.93162674308,1.9e-10,102.1,0.8
343,J0932-5327,143.09525,-53.453056,09:32:22.86,-53:27:11.0,4.3921587127,6e-10,122.0,10.0
344,J0934-4154,143.7425,-41.905417,09:34:58.20,-41:54:19.5,0.57040923643,1.4e-11,113.79,0.2
345,J0934-5249,143.617917,-52.824222,09:34:28.30,-52:49:27.2,1.44477320982,3e-11,100.0,2.0
346,J0940-5428,145.242583,-54.477944,09:40:58.22,-54:28:40.6,0.087545204308,4e-12,134.5,0.9
347,J0941-39,145.408333,-39.683333,09:41:38.00,-39:41:00.0,0.58677841838,3e-11,78.2,3.0
348,J0941-5244,145.421458,-52.734583,09:41:41.15,-52:44:04.5,0.65855761432,1e-11,157.94,0.01
349,J0942-5552,145.565958,-55.881194,09:42:15.83,-55:52:52.3,0.66436748807,6e-11,180.2,0.5
350,J0942-5657,145.726917,-56.962056,09:42:54.46,-56:57:43.4,0.808127417142,1.1e-11,159.74,0.1
351,J0943+1631,145.875417,16.526944,09:43:30.10,+16:31:37.0,1.087417728071,1e-11,20.32,0.05
352,J0943+22,145.854167,22.933333,09:43:25.00,+22:56:00.0,0.532913,1.2e-05,25.1,0.6
353,J0943+41,145.75,41.15,09:43:00.00,+41:09:00.0,2.229489,9.9e-05,21.0,2.0
354,J0944-1354,146.120667,-13.911556,09:44:28.96,-13:54:41.6,0.5702641245619,4e-13,12.497,0.003
355,J0945-4833,146.409375,-48.554028,09:45:38.25,-48:33:14.5,0.3315855987755,1.8e-12,98.1,0.3
356,J0946+0951,146.531667,9.865278,09:46:07.60,+09:51:55.0,1.09770570486,7e-11,15.334,0.001
357,J0947+27,146.841667,27.7,09:47:22.00,+27:42:00.0,0.85105,2e-05,29.0,3.0
358,J0949-6902,147.335708,-69.044889,09:49:20.57,-69:02:41.6,0.64001572416,1e-11,93.0,0.1
359,J0952-3839,148.071667,-38.652833,09:52:17.20,-38:39:10.2,1.3738151214,5e-10,167.0,3.0
360,J0953+0755,148.288792,7.926583,09:53:09.31,+07:55:35.7,3.82,0.07,0.2530651649482,9e-13
361,J0954-5430,148.525167,-54.514861,09:54:06.04,-54:30:53.5,0.472834279266,1.6e-11,200.3,0.4
362,J0955-5304,148.872917,-53.071306,09:55:29.50,-53:04:16.7,0.86211773933,5e-11,156.9,0.2
363,J0955-61,148.75,-61.8,09:55:00.00,-61:48:00.0,0.001999,160.7,5.38,5.38
364,J0957-06,149.25,-6.283333,09:57:00.00,-06:17:00.0,1.7237,8e-05,26.95,0.02
365,J0957-5432,149.483375,-54.534417,09:57:56.01,-54:32:03.9,0.203556697536,6e-12,226.1,0.3
366,J0959-4809,149.859417,-48.163194,09:59:26.26,-48:09:47.5,0.6700857604,1.8e-10,92.7,1.0
367,J1000-5149,150.11725,-51.832806,10:00:28.14,-51:49:58.1,0.2556770984252,2e-12,72.8,0.3
368,J1001-5507,150.40825,-55.118528,10:01:37.98,-55:07:06.7,1.4365826292,1.2e-10,130.32,0.2
369,J1001-5559,150.285833,-55.983389,10:01:08.60,-55:59:00.2,1.66117674023,4e-11,159.3,0.9
370,J1001-5939,150.384292,-59.654944,10:01:32.23,-59:39:17.8,7.7336402649,8e-10,113.0,3.0
371,J1002-5559,150.74125,-55.993611,10:02:57.90,-55:59:37.0,0.7775009067,3e-10,426.0,4.0
372,J1002-5919,150.585417,-59.327,10:02:20.50,-59:19:37.2,0.7134892535,6e-10,347.0,2.0
373,J1003-4747,150.839917,-47.783889,10:03:21.58,-47:47:02.0,0.30707169975,3e-11,98.1,1.0
374,J1006-6311,151.6525,-63.194778,10:06:36.60,-63:11:41.2,0.835797468,2e-10,195.99,0.05
375,J1010+15,152.5,15.85,10:10:00.00,+15:51:00.0,42.0,2.27,2.27,
376,J1012-2337,153.1405,-23.639556,10:12:33.72,-23:38:22.4,2.5179450205,4e-11,22.51,0.09
377,J1012-4235,153.029167,-42.583333,10:12:07.00,-42:35:00.0,0.003101,71.6,2.47,2.47
378,J1012+5307,153.139292,53.117389,10:12:33.43,+53:07:02.6,1.22,0.26,0.00525574901412,1.4e-17
379,J1012-5830,153.22875,-58.507111,10:12:54.90,-58:30:25.6,2.1335912144,3e-10,294.0,4.0
380,J1012-5857,153.202083,-58.961111,10:12:48.50,-58:57:40.0,0.8199114962,3e-10,383.9,0.1
381,J1013-5934,153.382708,-59.574083,10:13:31.85,-59:34:26.7,0.442900630729,4e-12,379.78,0.2
382,J1014-48,153.575,-48.828333,10:14:18.00,-48:49:42.0,1.5088,0.0002,87.0,7.0
383,J1015-5719,153.908167,-57.320222,10:15:37.96,-57:19:12.8,0.139881677595,4e-12,278.7,0.6
384,J1016-5345,154.13,-53.753833,10:16:31.20,-53:45:13.8,0.7695835272,2e-10,66.8,2.0
385,J1016-5819,154.050417,-58.316972,10:16:12.10,-58:19:01.1,0.0878341561432,9e-13,252.1,0.4
386,J1016-5857,154.088167,-58.953361,10:16:21.16,-58:57:12.1,0.1073864584588,1.5e-12,394.2,0.2
387,J1017-5621,154.303583,-56.358528,10:17:12.86,-56:21:30.7,0.50345881546,8e-11,438.7,0.5
388,J1017-7156,154.463875,-71.944889,10:17:51.33,-71:56:41.6,3.9,1.2,0.00233851444012,4e-17
389,J1018-1642,154.668167,-16.702806,10:18:40.36,-16:42:10.1,1.804694945768,1e-11,48.82,0.07
390,J1019-5749,154.96725,-57.818306,10:19:52.14,-57:49:05.9,0.162498709997,8e-12,1039.4,1.0
391,J1020-5921,155.058458,-59.359444,10:20:14.03,-59:21:34.0,1.23830534423,1.1e-10,80.0,3.0
392,J1020-6026,155.0475,-60.435222,10:20:11.40,-60:26:06.8,0.140479910179,8e-12,445.0,2.0
393,J1021-5601,155.353417,-56.030806,10:21:24.82,-56:01:50.9,0.67002629761,1.4e-10,212.0,8.0
394,J1022+1001,155.741667,10.031333,10:22:58.00,+10:01:52.8,1.1,0.3,0.0164529299542,9e-17
395,J1022-5813,155.617083,-58.225,10:22:28.10,-58:13:30.0,1.643726002,5e-10,714.0,8.0
396,J1023+0038,155.948708,0.644667,10:23:47.69,+00:38:40.8,0.731,0.022,0.00168798744401,4e-16
397,J1023-5746,155.762083,-57.768056,10:23:02.90,-57:46:05.0,0.11147243434,9e-11,4600.0,1.1e+37
398,J1024-0719,156.161167,-7.322056,10:24:38.68,-07:19:19.4,0.5,0.3,0.00516220463952,1.1e-15
399,J1028-5819,157.116667,-58.318111,10:28:28.00,-58:19:05.2,0.0914032309,1.4e-09,96.525,0.002
400,J1031-6117,157.759333,-61.297389,10:31:02.24,-61:17:50.6,0.306410837119,1e-11,506.8,1.0
401,J1032-5206,158.115375,-52.102361,10:32:27.69,-52:06:08.5,2.40762231135,1.2e-10,139.0,4.0
402,J1032-5911,158.029167,-59.166667,10:32:07.00,-59:10:00.0,0.46420801,8e-09,418.2,0.2
403,J1034-3224,158.581292,-32.407222,10:34:19.51,-32:24:26.0,1.150590428417,1e-11,50.75,0.08
404,J1035-6345,158.762833,-63.755111,10:35:03.08,-63:45:18.4,0.579576736318,6e-12,189.7,0.9
405,J1036-4926,159.054458,-49.439389,10:36:13.07,-49:26:21.8,0.510368133101,8e-12,136.529,0.01
406,J1036-6559,159.0835,-65.985917,10:36:20.04,-65:59:09.3,0.53350188629,6e-11,158.36,0.09
407,J1036-8317,159.0,-83.283333,10:36:00.00,-83:17:00.0,0.003408,27.0,1.59,1.59
408,J1038+0032,159.612208,0.545444,10:38:26.93,+00:32:43.6,0.02885155795131,8e-14,26.59,0.2
409,J1038-5831,159.582083,-58.524222,10:38:19.70,-58:31:27.2,0.661992094032,1.1e-11,72.74,0.03
410,J1041-1942,160.400833,-19.703778,10:41:36.20,-19:42:13.6,1.386368074588,3e-12,33.777,0.01
411,J1042-5521,160.502542,-55.351528,10:42:00.61,-55:21:05.5,1.170859077,4e-10,306.5,0.4
412,J1043-6116,160.980375,-61.280778,10:43:55.29,-61:16:50.8,0.288601695277,5e-12,449.2,0.4
413,J1044-5737,161.136667,-57.622028,10:44:32.80,-57:37:19.3,0.1390288911,4e-11,40300.0,8e+35
414,J1045-4509,161.459125,-45.165028,10:45:50.19,-45:09:54.1,2.2,1.1,0.00747422422843,8e-16
415,J1046+0304,161.680125,3.068583,10:46:43.23,+03:04:06.9,0.326271446035,4e-12,25.3,0.5
416,J1046-5813,161.578625,-58.231056,10:46:18.87,-58:13:51.8,0.3694266962,6e-11,240.2,0.5
417,J1047-3032,161.753375,-30.538333,10:47:00.81,-30:32:18.0,0.3303280523313,1.9e-12,52.54,0.07
418,J1047-58,161.983333,-58.683333,10:47:56.00,-58:41:00.0,1.23129,1e-05,69.3,3.0
419,J1047-6709,161.867833,-67.164194,10:47:28.28,-67:09:51.1,0.1984514505627,8e-13,116.156,0.002
420,J1048-5832,162.050833,-58.534944,10:48:12.20,-58:32:05.8,0.123670657887,3e-12,129.1,0.2
421,J1049-5833,162.45975,-58.562389,10:49:50.34,-58:33:44.6,2.202325077,3e-10,446.8,2.0
422,J1050-5953,162.529667,-59.889278,10:50:07.12,-59:53:21.4,6.4520766,6e-07,9.0,2680.0
423,J1052-5954,163.158792,-59.91225,10:52:38.11,-59:54:44.1,0.180591500693,1e-11,491.0,3.0
424,J1052-6348,163.222458,-63.804611,10:52:53.39,-63:48:16.6,0.383830423532,1.5e-11,167.5,1.0
425,J1054-5943,163.740625,-59.720583,10:54:57.75,-59:43:14.1,0.346908957903,1.3e-11,330.7,0.6
426,J1054-5946,163.626917,-59.775278,10:54:30.46,-59:46:31.0,0.228324249982,8e-12,253.9,0.6
427,J1054-6452,163.536833,-64.877083,10:54:08.84,-64:52:37.5,1.8400035414,3e-10,234.0,4.0
428,J1055-6022,163.952083,-60.381111,10:55:48.50,-60:22:52.0,0.9475584093,3e-10,590.0,5.0
429,J1055-6028,163.913292,-60.477083,10:55:39.19,-60:28:37.5,0.09966083348,3e-12,635.9,0.2
430,J1055-6236,163.977542,-62.613417,10:55:54.61,-62:36:48.3,0.44863544246,3e-11,149.7,2.0
431,J1055-6905,163.936292,-69.0865,10:55:44.71,-69:05:11.4,2.9193969868,3e-10,142.8,0.4
432,J1056-5709,164.182458,-57.159583,10:56:43.79,-57:09:34.5,0.67608189374,8e-11,436.5,2.0
433,J1056-6258,164.106458,-62.979889,10:56:25.55,-62:58:47.6,0.422447188684,1.6e-11,320.3,0.6
434,J1056-7117,164.191583,-71.298167,10:56:45.98,-71:17:53.4,0.0263096769824,7e-13,93.04,0.04
435,J1057-4754,164.471417,-47.916,10:57:53.14,-47:54:57.6,0.628305878552,7e-12,60.0,8.0
436,J1057-5226,164.495667,-52.448972,10:57:58.96,-52:26:56.3,0.197107608187,1.5e-11,30.1,0.5
437,J1057-7914,164.364167,-79.240056,10:57:27.40,-79:14:24.2,1.3474021612,4e-10,51.0,2.0
438,J1058-5957,164.642708,-59.960111,10:58:34.25,-59:57:36.4,0.616270272343,1.6e-11,334.0,1.0
439,J1059-5742,164.75375,-57.703944,10:59:00.90,-57:42:14.2,1.18499893354,3e-11,108.7,0.3
440,J1101-6101,165.437333,-61.027667,11:01:44.96,-61:01:39.6,0.062800077,6e-09,7.0,116000.0
441,J1101-6424,165.404958,-64.410917,11:01:37.19,-64:24:39.3,0.00510927290428,2e-15,207.0,7.86
442,J1101+65,165.5,65.116667,11:02:00.00,+65:07:00.0,3.63132,0.00053,19.0,3.0
443,J1103-5403,165.888708,-54.062,11:03:33.29,-54:03:43.2,0.00339270965933,4e-14,103.915,0.003
444,J1103-6025,165.881167,-60.426778,11:03:31.48,-60:25:36.4,0.396586748928,5e-12,275.9,0.3
445,J1104-6103,166.071917,-61.051083,11:04:17.26,-61:03:03.9,0.2809053015394,1.8e-12,78.506,0.01
446,J1105-43,166.35,-43.950278,11:05:24.00,-43:57:01.0,0.3511,38.0,2.2,2.2
447,J1105-6107,166.359042,-61.130944,11:05:26.17,-61:07:51.4,0.063192941526,8e-12,271.01,0.02
448,J1106-6438,166.6185,-64.65,11:06:28.44,-64:39:00.0,2.717934136,3e-10,203.0,3.0
449,J1107-5907,166.893583,-59.121861,11:07:34.46,-59:07:18.7,0.252773323418,6e-12,40.2,1.0
450,J1107-5947,166.994583,-59.784444,11:07:58.70,-59:47:04.0,1.5165309654,1.2e-09,158.4,1.0
451,J1107-6143,166.80125,-61.733056,11:07:12.30,-61:43:59.0,1.7993956675,4e-10,406.0,3.0
452,J1110-5637,167.501667,-56.625806,11:10:00.40,-56:37:32.9,0.558252726401,7e-12,262.56,0.06
453,J1110+58,167.75,58.866667,11:11:00.00,+58:52:00.0,0.793348,2.1e-05,26.0,1.0
454,J1112-6103,168.061708,-61.058639,11:12:14.81,-61:03:31.1,0.064961851894,3e-12,599.1,0.7
455,J1112-6613,168.160542,-66.218,11:12:38.53,-66:13:04.8,0.33421283978,6e-11,249.3,1.0
456,J1112-6926,168.2125,-69.441944,11:12:51.00,-69:26:31.0,0.82048420411,1.6e-10,148.4,1.0
457,J1114-6100,168.593833,-61.0095,11:14:22.52,-61:00:34.2,0.88081962549,2e-11,677.0,0.4
458,J1115+5030,168.91,50.503417,11:15:38.40,+50:30:12.3,1.656439759937,3e-12,9.183,0.0004
459,J1115-6052,168.973667,-60.871611,11:15:53.68,-60:52:17.8,0.259776659501,9e-12,228.2,0.4
460,J1116-4122,169.179542,-41.378889,11:16:43.09,-41:22:44.0,0.943157882843,7e-12,40.53,0.03
461,J1117-6154,169.349208,-61.906111,11:17:23.81,-61:54:22.0,0.50509714918,5e-11,493.6,0.9
462,J1117-6447,169.4375,-64.799444,11:17:45.00,-64:47:58.0,1.1552719604,3e-10,303.0,6.0
463,J1119-6127,169.809583,-61.46375,11:19:14.30,-61:27:49.5,0.40796298356,9e-11,707.4,1.0
464,J1119-7936,169.92,-79.608417,11:19:40.80,-79:36:30.3,2.2805971963,7e-10,27.4,1.0
465,J1120-3618,170.093333,-36.308944,11:20:22.40,-36:18:32.2,0.00555,45.1,4.5,4.5
466,J1121-5444,170.329958,-54.734861,11:21:19.19,-54:44:05.5,0.53578313115,3e-11,204.7,0.6
467,J1122+78,171.491667,78.383333,11:25:58.00,+78:23:00.0,0.0042013838,1.4e-09,11.22,0.08
468,J1123-4844,170.815208,-48.739639,11:23:15.65,-48:44:22.7,0.244838478401,7e-12,92.915,0.003
469,J1123-6102,170.92375,-61.035056,11:23:41.70,-61:02:06.2,0.64023374765,3e-11,439.4,0.4
470,J1123-6259,170.981458,-62.986306,11:23:55.55,-62:59:10.7,0.271434052199,3e-12,223.26,0.03
471,J1123-6651,170.967542,-66.863639,11:23:52.21,-66:51:49.1,0.232976432603,2e-12,111.196,0.005
472,J1124-3653,171.0,-36.0,11:24:00.00,-36:00:00.0,0.00241,44.9,0.3,4.4
473,J1124-5638,171.235292,-56.644361,11:24:56.47,-56:38:39.7,0.185559973402,1.1e-11,289.5,2.0
474,J1124-5916,171.1625,-59.271944,11:24:39.00,-59:16:19.0,0.13547685441,1.7e-10,330.0,2.0
475,J1124-6421,171.247917,-64.354722,11:24:59.50,-64:21:17.0,0.47909858452,7e-11,298.0,3.0
476,J1125-5825,171.434875,-58.421361,11:25:44.37,-58:25:16.9,0.00310221391893,1.6e-16,124.7946,0.0008
477,J1125-6014,171.480083,-60.235167,11:25:55.22,-60:14:06.6,0.00263038073978,8e-16,52.951,0.01
478,J1126-27,171.5,-27.616667,11:26:00.00,-27:37:00.0,0.358161,8e-06,26.86,0.007
479,J1126-6054,171.719208,-60.911111,11:26:52.61,-60:54:40.0,0.202736911853,3e-12,280.27,0.03
480,J1126-6942,171.590292,-69.70425,11:26:21.67,-69:42:15.3,0.579416438,2e-10,55.33,0.02
481,J1128-6219,172.194583,-62.319167,11:28:46.70,-62:19:09.0,0.5159835105,1.1e-10,675.0,9.0
482,J1129-53,172.3375,-53.516667,11:29:21.00,-53:31:00.0,1.06288,5e-06,77.0,2.0
483,J1130-5826,172.568042,-58.433972,11:30:16.33,-58:26:02.3,0.162323475501,3e-12,261.1,0.7
484,J1130-5925,172.5435,-59.426139,11:30:10.44,-59:25:34.1,0.68098383242,6e-11,264.4,2.0
485,J1130-6807,172.632958,-68.124583,11:30:31.91,-68:07:28.5,0.2563527993088,8e-13,148.734,0.004
486,J1132-46,173.1375,-46.918333,11:32:33.00,-46:55:06.0,0.3254,120.0,7.36,7.36
487,J1132-5627,173.065583,-56.458028,11:32:15.74,-56:27:28.9,0.175166247082,1e-11,305.7,0.8
488,J1133-6250,173.464375,-62.847389,11:33:51.45,-62:50:50.6,1.02287514082,9e-11,567.8,0.5
489,J1135-49,173.983333,-49.425278,11:35:56.00,-49:25:31.0,114.0,20.0,8.74,8.74
490,J1135-6055,173.75,-60.916667,11:35:00.00,-60:55:00.0,0.114943,23000.0,2.1e+36,
491,J1136+1551,174.013542,15.85125,11:36:03.25,+15:51:04.5,2.8,0.16,1.187913065936,3e-12
492,J1136-5525,174.009042,-55.418972,11:36:02.17,-55:25:08.3,0.36470557624,2e-11,85.5,0.7
493,J1137-6700,174.383708,-67.009167,11:37:32.09,-67:00:33.0,0.5562160557,2e-11,228.041,0.009
494,J1138-6207,174.590083,-62.133139,11:38:21.62,-62:07:59.3,0.117563794023,3e-12,519.8,0.8
